,Reviews,sentiment,hugging_face_label
534,"Good Ambience Perfect Privacy,Perfect Behaviour, Just out of word. Every layer of food cautiously taken care of. It was Excellent experience. Specifically thnks to Jayanta for his lovely hospitality. We ll visit soon ð",1.0,1
535,"We were there to celebrate our 1st Marriage anniversary & It's been really a great evening because of the staffs, chefs and the manager on the floor,they are so polite, professional and friendly. They also arranged cake for us. Food is so yumm here and...More",1.0,1
536,"Iâve visited the restaurant so many times during my stay and itâs always nice having a meal at Vintage Asia to wrap up a hectic day at work. Food here is great, especially the Nigiri sampler. The staff here are also super nice and hospitable....More",1.0,1
537,The food was really nice.. tasted very authentic.. the ambiance was also quite spectacular.. do try out the Ramen.,1.0,1
538,Such a great experience vintage Asia in JW Marriott Kolkata one of Best signature restaurant in Kolkata. Amazing food with delicious pan Asia food flavours. Will visit again.,1.0,1
539,"Great place, friendly and warm staff. Arnab especially was lovely. Recommended and a must visit for family.",1.0,1
540,"I went to This Beautiful place back sometimes with my friends to celebrate my birthday,The Food&the ambiance of this Resturant is flawless...also the service staff is Excellent, also would like to Mention the name of staff who made our evening Splendid... Sagnik, Aatryee don't forget...More",1.0,1
541,Vintage Asia is one of the best restaurants I have visited in this vicinity. The service was impeccable and Mr. Chandan (Manager) treated us so well! Keep up the Good work! Cheers! ð¯,1.0,1
542,"Set within the elegant Marriott Hotel, Vintage Asia serves high-class Chinese food with discreet attention. A lovely restaurant space with views into the kitchen. A delightful meal.",1.0,1
543,"âAt your serviceâ, made me wait for 7 minutes when I lost patience and disconnected. May be very busy. Actually wanted to do a booking. Sorry, still rated 2/5 for the respect of the Brand. Best Wishes. Taposh Chakraborty, 9880541777",0.0,0
544,Ambience is very good . Service is very good . Stuffs behavior is very good . Foods are very good . Arnab kar is very efficiently handled all order .,1.0,1
545,"It's a amazing lunch buffet @ J W Marriott, nice ambiance, mouth watering food good hospitality by Paras, kuldeep & chef Korban. It's a amazing spreed of Indian, continental, Thai, Chinese preparations",1.0,1
546,"In one word ""splendid"" Ambience: Perfect Privacy: Perfect Behaviour: Just out of word. Food: Can't express. Every layer of food cautiously taken care of. And the food meets not only your taste organ but also your soul. Excellent experience.",1.0,1
547,"Searching for places to eat in the local area and this place popped up. I donât normally leave reviews but I feel compelled as the food was absolutely exquisite. Absolutely amazing place to eat, we will be making a reservation for our next visit in...More",1.0,1
548,"Great East Asian cuisine and great service thanks to Anup Jalan This is one of our favorite restaurants, made even better by Anup Jalanâs impressive efforts to look after us Prawn siu mai, truffle dim sum, pork belly and prawn fried rice were all delectable...More",1.0,1
549,"Excellent Service, the staff is very polite and eager to help out and serve.. particularly Niladri and the manager Anup who kept asking about the quality of the food and were all ears. The ambience is pleasant and one can comfortably converse. They gave a...More",1.0,1
550,Aatrayee and Niladri gave us such amazing service and made our special day all the more wonderful with their hearty servicesMore,1.0,1
551,"Dear Guest, Thank you for sharing a 5-star review in regard to your stay at JW Marriott Kolkata. It is our pleasure to have hosted you at our hotel and knowing that your experience was a memorable one truly makes our day. We are elated...More",1.0,1
552,Never go to this place if you are looking for authentic tasty asian food. The food tastes not up to mark as the service boy tells you. Waste of money because they I am not satisfied with taste of food!More,0.0,0
553,"Dear Guest, Thank you for reviewing JW Marriott Kolkata. Your feedback is indeed very important to us in order to mould our services to satisfy your needs. We regret the experience you had wasn't up-to the mark. We would like to request you to share...More",1.0,1
554,"Visiting Kolkata over Diwali and encouraged by an extraordinary rating, we had lunch. Already the pork bao starter was dry, with thick dough and without any herbs in the pork. The wok tossed prawns came dipped in fried Haldi and resembled more a konkan dish....More",0.0,0
555,"Dear Guest, Thank you for reviewing JW Marriott Kolkata. Your feedback is indeed very important to us in order to mould our services to satisfy your needs. We regret the experience you had wasn't up-to the mark. We would like to request you to share...More",1.0,1
556,An absolutely authentic East Asian meal served to perfection. The wait staff and chefs provided excellent service and recommendations. The ambiance of the restaurant at lunch time was perfect for table conversation and the timings of the courses to the table was perfect. Definitely going...More,1.0,1
557,"Dear Guest, Thank you for reviewing JW Marriott Kolkata. Your feedback is indeed very important to us in order to mould our services to satisfy your needs. It was certainly a pleasure for us to be of service to you. We look forward to welcoming...More",1.0,1
558,Family dinner on Maha Panchami left me wondering why portion sizes at a 5 star were so small. The Shanghai chicken dumplings were barely there - you would need a pair of glasses as well as imagination to believe you ate something. The hakka chicken...More,0.0,0
559,"Dear Guest, Thank you for reviewing JW Marriott Kolkata. Your feedback is indeed very important to us in order to mould our services to satisfy your needs. It was certainly a pleasure for us to be of service to you. We look forward to welcoming...More",1.0,1
560,Amazing food. The service was good and hospitable. The manager was courteous and helpful. Recommended the right dishesMore,1.0,1
561,"Dear Guest, Thank you for reviewing JW Marriott Kolkata. Your feedback is indeed very important to us in order to mould our services to satisfy your needs. It was certainly a pleasure for us to be of service to you. We look forward to welcoming...More",1.0,1
562,"Extremely good service ! The manager is very coordial ! The food was quite good ! A must go. We ordered dumblings , both veg options , Thai curry and rice , noodles and stir fried veggies! All were goodMore",1.0,1
563,"Dear Guest, Thank you for reviewing JW Marriott Kolkata. Your feedback is indeed very important to us in order to mould our services to satisfy your needs. It was certainly a pleasure for us to be of service to you. We look forward to welcoming...More",1.0,1
564,"Set within the elegant Marriott Hotel, Vintage Asia serves high-class Chinese food with discreet attention. A lovely restaurant space with views into the kitchen. A delightful meal.",1.0,1
565,"âAt your serviceâ, made me wait for 7 minutes when I lost patience and disconnected. May be very busy. Actually wanted to do a booking. Sorry, still rated 2/5 for the respect of the Brand. Best Wishes. Taposh Chakraborty, 9880541777",0.0,0
566,Ambience is very good . Service is very good . Stuffs behavior is very good . Foods are very good . Arnab kar is very efficiently handled all order .,1.0,1
567,"It's a amazing lunch buffet @ J W Marriott, nice ambiance, mouth watering food good hospitality by Paras, kuldeep & chef Korban. It's a amazing spreed of Indian, continental, Thai, Chinese preparations",1.0,1
568,"In one word ""splendid"" Ambience: Perfect Privacy: Perfect Behaviour: Just out of word. Food: Can't express. Every layer of food cautiously taken care of. And the food meets not only your taste organ but also your soul. Excellent experience.",1.0,1
569,"Searching for places to eat in the local area and this place popped up. I donât normally leave reviews but I feel compelled as the food was absolutely exquisite. Absolutely amazing place to eat, we will be making a reservation for our next visit in...More",1.0,1
570,"Great East Asian cuisine and great service thanks to Anup Jalan This is one of our favorite restaurants, made even better by Anup Jalanâs impressive efforts to look after us Prawn siu mai, truffle dim sum, pork belly and prawn fried rice were all delectable...More",1.0,1
571,"Excellent Service, the staff is very polite and eager to help out and serve.. particularly Niladri and the manager Anup who kept asking about the quality of the food and were all ears. The ambience is pleasant and one can comfortably converse. They gave a...More",1.0,1
572,Aatrayee and Niladri gave us such amazing service and made our special day all the more wonderful with their hearty servicesMore,1.0,1
573,"Dear Guest, Thank you for sharing a 5-star review in regard to your stay at JW Marriott Kolkata. It is our pleasure to have hosted you at our hotel and knowing that your experience was a memorable one truly makes our day. We are elated...More",1.0,1
574,Never go to this place if you are looking for authentic tasty asian food. The food tastes not up to mark as the service boy tells you. Waste of money because they I am not satisfied with taste of food!More,0.0,0
575,"Dear Guest, Thank you for reviewing JW Marriott Kolkata. Your feedback is indeed very important to us in order to mould our services to satisfy your needs. We regret the experience you had wasn't up-to the mark. We would like to request you to share...More",1.0,1
576,"Visiting Kolkata over Diwali and encouraged by an extraordinary rating, we had lunch. Already the pork bao starter was dry, with thick dough and without any herbs in the pork. The wok tossed prawns came dipped in fried Haldi and resembled more a konkan dish....More",0.0,0
577,"Dear Guest, Thank you for reviewing JW Marriott Kolkata. Your feedback is indeed very important to us in order to mould our services to satisfy your needs. We regret the experience you had wasn't up-to the mark. We would like to request you to share...More",1.0,1
578,An absolutely authentic East Asian meal served to perfection. The wait staff and chefs provided excellent service and recommendations. The ambiance of the restaurant at lunch time was perfect for table conversation and the timings of the courses to the table was perfect. Definitely going...More,1.0,1
579,"Dear Guest, Thank you for reviewing JW Marriott Kolkata. Your feedback is indeed very important to us in order to mould our services to satisfy your needs. It was certainly a pleasure for us to be of service to you. We look forward to welcoming...More",1.0,1
580,Family dinner on Maha Panchami left me wondering why portion sizes at a 5 star were so small. The Shanghai chicken dumplings were barely there - you would need a pair of glasses as well as imagination to believe you ate something. The hakka chicken...More,0.0,0
581,"Dear Guest, Thank you for reviewing JW Marriott Kolkata. Your feedback is indeed very important to us in order to mould our services to satisfy your needs. It was certainly a pleasure for us to be of service to you. We look forward to welcoming...More",1.0,1
582,Amazing food. The service was good and hospitable. The manager was courteous and helpful. Recommended the right dishesMore,1.0,1
583,"Dear Guest, Thank you for reviewing JW Marriott Kolkata. Your feedback is indeed very important to us in order to mould our services to satisfy your needs. It was certainly a pleasure for us to be of service to you. We look forward to welcoming...More",1.0,1
584,"Extremely good service ! The manager is very coordial ! The food was quite good ! A must go. We ordered dumblings , both veg options , Thai curry and rice , noodles and stir fried veggies! All were goodMore",1.0,1
585,I love the avocado toast and the California focaccia,1.0,1
586,"Their brunch is awesome, I love the avocado toast and the California focaccia. Pizza is really good as well.  Alison B.",1.0,1
587,Not just on the lower Cape. anywhere!,1.0,1
588,Best Pizza EVER! Not just on the lower Cape. anywhere!  Ellen H.,1.0,1
589,I will definitely be back!,1.0,1
590,I was so impressed with my breakfast this morning! I tried the Fried Green Tomato Benedict and my boyfriend got the Crab Cakes Benedict. We both finished our whole plates and were so impressed with the quality of the food and the short amount of time it took to receive it. Our waitress was sweet and helpful. I will definitely be back!  Julia L.,1.0,1
591,Always worth the stop.,1.0,1
592,This is always our breakfast stop before heading home from vacation. Always delicious. Always great service. Always worth the stop.  Kristine R.,1.0,1
593,I would recommend Fairway Restaurant.,1.0,1
594,I won a $30. Gift card for Fairway Restaurant in Eastham from Cape 104.7 radio. Brought my sister for breakfast. The breakfast was crab cakes with spinach and poached eggs and hollandaise sauce. Jill got fried green tomatoes with spinach and poached eggs with hollandaise sauce. Both were Excellent. The restaurant is very clean. Professional Staff. I would recommend Fairway Restaurant.  James T.,1.0,1
595,One of the best places,1.0,1
596,"One of the best places IÂve eaten on Cape Cod. Great cocktails, awesome.  Eric T.",1.0,1
597,"Im from the south, thats saying a lot",1.0,1
598,"Breakfast was delicious. Like a good homestyle country savory breakfast (and Im from the south, thats saying a lot) Enjoyed the whole experience and definitely recommend this place for a place to eat on the cape.  Ronnie E.",1.0,1
599,Best breakfast on the east coast!,1.0,1
600,Best breakfast on the east coast! Try the hash!  David M.,1.0,1
601,The absolute best red sauce,1.0,1
602,"The absolute best red sauce. Weather on Pizza or Pasta, itÂs honestly delicious. Portions are huge and the staff is extremely friendly and courteous.  Rick H.",1.0,1
603,We are so fortunate to have this outstanding restaurant in our town of Eastham,1.0,1
604,"I go to breakfast or lunch weekly with a group of older women. In addition to the really good food, I must say that our waitress today was so kind and patient, as the group tried to decide what they wanted and were talking non-stop. Ã°ÂÂ¤Âª My husband and I love dinner there as well. We are so fortunate to have this outstanding restaurant in our town of Eastham. ItÂs a gem.  Martha D.",1.0,1
605,Their omelets are top-notch.,1.0,1
606,"Very good service, good menu  not overly extensive. Food was very good quality all around. They know how to prepare home fries and their omelets are top-notch. Prices were reasonable.  Bill M.",1.0,1
607,Would definitely come back to this place!,1.0,1
608,"DELICIOUS BREAKFAST! We ordered the eggs mulligan, corn beef hash, and the California Focaccia. All were absolutely delicious. Maddy, our server, was super attentive, on top of it and funny. She made the experience perfect. She brought out the food all at the same time and brought us anything we asked for. Would definitely come back to this place!  Cierra W.",1.0,1
609,DonÂt say I didnÂt warn you,0.0,0
610,"Amazing! A must! This casual dining restaurant has something for everyone! I had the mushroom risotto with scallops: the dish was to die for! It was a generous portion, served piping hot, creamy and with large scallops. Our wonderful server, Jess, brought us dinner rolls to eat while we waited for our meal. DonÂt say I didnÂt warn you, the rolls are doughy warm goodness; save room for dinner! Thanks for a wonderful meal!  Bill M.",1.0,1
611,"Great food, great coffee, great service.",1.0,1
612,"Strawberry Waffle
Photo Credit: samantha j",1.0,1
613,If you have had the opportunity to enjoy a meal at the Fairway Restaurant we would love to hear about your experience.,1.0,1
614,Avocado Toast,1.0,1
615,"Jamaica-me-crazy Pizza: a BBQ based pie with jerk spiced chicken, onions, peppers, scallions and our cheese blend.",1.0,1
616,Came here for dinner and had a fantastic experience,1.0,1
617,The food was excellent and so was the service.  I had the mushroom risotto with scallops which was awesome. My wife had a burger over greens (gluten-free) which was also very good. They were very conscientious about gluten allergies. The restaurant has a vey nice ambiance and a cozy bar.  HawaiiNut02760,1.0,1
618,"The bartender, Erin, couldnÂt have been nicer",0.0,0
619,"Walked in for dinner in a Wednesday night and sat at the bar. The bartender, Erin, couldnÂt have been nicer. She was quick, efficient and friendly. She helped recommend something for my dinner and the Lobster Florentine didnÂt disappoint! I even returned the next morning for breakfast and got similar service! It was a gem I found and canÂt wait to return next year- I just hope Erin is still bartending then!  Scenic4501036377",1.0,1
620,Great place to have breakfast!,1.0,1
621,We enjoyed the Eggs Benedict served on homemade focaccia bread and hot coffee.  Perfect  service.  Win133,1.0,1
622,"Oh, and the potato pancakes!",1.0,1
623,"Coffee was fresh, the corned beef hash is amazing and homemade, even the toast was good! Oh, and the potato pancakes! Everything we ordered was fresh and delicious. Highly recommend! Definitely coming back.  Stacy F",1.0,1
624,The Fairway is another must go for us when we go to the Cape,1.0,1
625,"If we (I) are (am) lucky, we go for dinner one day and breakfast another. The dinner menu is varied enough for a family like mine that has only one seafood eater. The pasta and pizza are delicious! The breakfast menu is equally varied. I could have ordered at least 6 items on the menu. The service is great, prices are reasonable. The dining room and restrooms are clean and well maintained. Two thumbs up and 5 stars!  Bryan C",1.0,1
626,Wonderful place with wonderful pizza!,1.0,1
627,Friendly staff and probably the best cheese pizza IÂve had!  Jesse T,1.0,1
628,This place is fantastic!,1.0,1
629,"Normally wings are wings, but theirs are lean meaty and tender, and delicious homemade teriaki glaze. Gluten free pizza way better than most. Great wait staff too.
Came here after finding the best gluten free muffins anywhere.  Paul B",1.0,1
630,A local favorite.,1.0,1
631,Great selection! My go to favorite is the Cape Cod Ruben. We also love their pizza. I just had the mushroom risotto with scallops and loved it!  Deborah  C,1.0,1
632,This place is the best!,1.0,1
633,"Great pizza and brunch as well. We had a big party for my birthday brunch and our waitress Maddie was so nice and awesome even with our big loud table of 11 people. I had the garden Benedict which was great, as well as the pancakes. Other favs included the special Santa Fe scramble and the breakfast sandwiches. Def recommend their cheese pizza too, really good sauce and crust.  Peyton H",1.0,1
634,BEST bread ever!,1.0,1
635,"Great pizza, mozzarella sticks, calamari, chicken tenders, I could go on. Everything weÂve tried here has been amazing. The staff is always so friendly and accommodating.  Taylor M",1.0,1
636,Breakfast will knock your slippers off.,0.0,0
637,I had breakfast there this morning and dinner tonight. All were well beyond my expectations. Everything is so fresh. Best clam chowder I have ever had. Clams and linguine were out of this world. Breakfast will knock your slippers off.,1.0,1
638,The Food is Excellent.,1.0,1
639,"The food is excellent, generous portions and great prices. The service was fast and friendly. I highly recommended it if youÂre in the Wellfleet area.",1.0,1
640,The Best Pizza Ever.,1.0,1
641,The most amazing food ever! And also the staff is so nice to everyone. I highly recommend buying food from here. The best pizza ever.,1.0,1
642,The Food is Always Delicious!,1.0,1
643,"We like to go to The Fairway every time we come to the Cape. The food is always delicious! This is the first year we could make reservations (probably due to spacing because of the virus). Our waitress, Casey, was great!",1.0,1
644,"Fairway Has Great Pizza, The Best!",1.0,1
645,"Fairway has great pizza, the best! I am picky about my pizza. Their pies are huge, not two much sauce and a great mixture of cheeses.",1.0,1
646,Absolutely Delicious!!,1.0,1
647,My husband and I had our Anniversary dinner at the Fairway last night. We sat outside on the terrace which was very pretty and private. Our waitress was wonderful and the food was absolutely delicious!! It could not have been more spectacular! We would highly recommend it to everyone!!,1.0,1
648,Affordably Priced,1.0,1
649,"This place knows how to satisfy their clients. Always with a super nice mindset. The food is affordably priced, always delicious and clean.",1.0,1
650,Never Disappointed,1.0,1
651,Been coming here for 20+ years. Never disappointed. Good service combined with good food.,1.0,1
652,Best Pizza On The Cape,1.0,1
653,We always get pizza here at least once during our summer visit. Breakfasts are hardy. All menu options are tasty- truffle fries- the best!!!,1.0,1
654,One Of The Best Breakfasts Anywhere,1.0,1
655,"They are great for any meal, but I had breakfast there this time. Such a selection including creamed chipped beef, biscuits and gravy, potato pancakes, waffles, pancakes, egg scrambles, eggs benedict, and so much more. It has charming Cape style decor with a series of small rooms and little nooks and crannies, a bar area, and outdoor seating with shade.",1.0,1
656,Doughy Delight,1.0,1
657,Had dinner here recently. My husband ordered the Italian calzone. It came out as a 10 size dinner portion. He claimed it was delicious. The service was excellent.,1.0,1
658,Delicious,1.0,1
659,Pizza was delicious..will be back soon.,1.0,1
660,Good Breakfast,1.0,1
661,"We have been to Fairway many times for both breakfast and dinner. ItÂs a family-owned restaurant, with friendly service and homestyle cooking, Their pizzas are quite popular at dinner, but In my opinion, they really excel at breakfast. Eggs are always perfectly cooked, the menu has lots of variety, and the specials are interesting. There is a good mix of sweet and savory options and even some healthy choices like scrambled egg whites and a quinoa-black bean-avocado-egg bowl. Portions are very generous. ItÂs popular so be prepared to wait if you come later than 8:30 AM.",1.0,1
662,Best Place,1.0,1
663,Best place for an early morning breakfast.,1.0,1
664,Staff was so Friendly!,1.0,1
665,Best clam chowder I ever had. Southwest Salad was great. Homemade dinner rolls. The staff was so friendly! Will definitely visit again!,1.0,1
666,Amazing Food.,1.0,1
667,Huge portions. Amazing food. Superb service.,1.0,1
668,We Love this Restaurant,1.0,1
669,"ABSOLUTELY THE VERY BEST RESTAURANT FOR BREAKFAST, LUNCH & DINNER!!!! WE LOVE THIS RESTAURANT!",1.0,1
670,"We ate several times at the Fairway because the food was so good. We had breakfast at their sister location the Hole in One (which is attached to the Fairway) every morning. The pastries were delicious and fresh. When we dined for dinner, the food was also fresh and delicious.",1.0,1
671,Awesome Breakfast,1.0,1
672,"We have had breakfast here many times in recent years and they continue to knock it out of the park. Today we sat out on the shaded patio and felt like we were having a private dining experience. Julia our server was friendly and attentive. The homemade hash was delicious as was the quinoa egg bowl, stuffed French toast, pancakes, and egg sandwich. Everything was fresh and delicious!",1.0,1
673,Nice Menu and Very Tasty,1.0,1
674,Group of six of us for a late dinner. Plenty of menu options and service was very good. Food was delicious and we were happy to have leftovers to take home.,1.0,1
675,"This weeks dinner special
Shrimp taco
Ã°ÂÂÂ®
Crispy fried shrimps with,fresh red cabbage slaw,sriracha aioli,sliced fresh jalapeÃÂ±os,lime wedge ,topped with fresh cilantro in grilled soft flour tortillas served with French fries",1.0,1
676,riseandshine homemade breakfast capecod yummy comfortfood eastham homemade dessert flavors openyearround open locals dinner steak pasta tasty family friends eat,1.0,1
677,"Featuring: Specials, News, Events and More!",1.0,1
678,We had a very nice meal and the portions are huge! Also a good kids menu. Casual dining but get there early as the lines can get long.,1.0,1
